asset,event,slug,ts,fside,overshoot,z,label,ev_raw,ev_hedged,ev_h_fill,wait_min
BTC,2026-04-07,bitcoin-above-64k-on-april-7,1775093400,yes,-0.021983307139273767,-3.950392740587789,1,0.19999999999999996,0.16118634748701957,0.1179059664646502,43.54868333339691
BTC,2026-04-09,bitcoin-above-64k-on-april-9,1775431800,no,0.023046815024568623,1.9591142046974446,1,-0.07000000000000006,0.09749417149871073,0.08392304185113844,6.352616667747498
BTC,2026-02-11,bitcoin-above-64k-on-february-11,1770229800,no,0.021460060954821336,2.8819674312897,1,-0.061000000000000054,-0.23777200194505954,-0.2450330918507511,1.4319166660308837
BTC,2026-02-11,bitcoin-above-64k-on-february-11,1770395400,no,0.02999676552581132,2.4578996557315613,1,-0.121,-0.26736584874961433,-0.2815565133698059,16.17051666577657
BTC,2026-02-11,bitcoin-above-64k-on-february-11,1770633000,yes,-0.021648246760460732,-1.6044957138995537,1,0.12,0.25823424957714053,0.2439987458782508,4.757349999745687
BTC,2026-02-12,bitcoin-above-64k-on-february-12,1770390000,no,0.03731033318481791,3.0370389511467666,1,-0.20999999999999996,-0.3279866753138046,-0.39291994257228957,81.26578333377839
BTC,2026-02-12,bitcoin-above-64k-on-february-12,1770594300,yes,-0.020490763394910072,-2.3609520339400136,1,0.09999999999999998,0.2745981812460356,0.26985606988923516,56.204150001207985
BTC,2026-02-12,bitcoin-above-64k-on-february-12,1770748200,yes,-0.020717066824654462,-2.7863661363809173,1,0.06999999999999995,0.2106594394190184,0.22551689908250858,67.61114999850591
BTC,2026-02-13,bitcoin-above-64k-on-february-13,1770784200,yes,-0.024661708253144954,-1.7173835523685361,1,0.16000000000000003,0.07349136502201939,0.07458486510829067,8.79828333457311
BTC,2026-02-13,bitcoin-above-64k-on-february-13,1770912900,yes,-0.03206444720350876,-2.402447945920596,1,0.14,-0.07716489964485862,-0.07798480744709799,0.47761666774749756
BTC,2026-02-15,bitcoin-above-64k-on-february-15,1770819300,no,0.03337238003888521,3.4918541407558616,1,-0.10999999999999999,-0.07875037642337013,-0.08096674268897687,0.8265499989191691
BTC,2026-02-15,bitcoin-above-64k-on-february-15,1770916500,yes,-0.025856201691022318,-1.5335426560187546,1,0.30000000000000004,-0.033885021867167686,-0.04082385315475051,3.5872166673342387
BTC,2026-02-16,bitcoin-above-64k-on-february-16,1770913800,yes,-0.02269214746427972,-3.0616859948169504,1,0.29000000000000004,0.12499575779842825,0.13420436682944265,19.205533333619435
BTC,2026-02-17,bitcoin-above-64k-on-february-17,1770996600,no,0.0347037134598972,3.2881254178880113,1,-0.07000000000000006,-0.13417799597301244,-0.13326596851179728,35.574033331871036
BTC,2026-02-18,bitcoin-above-64k-on-february-18,1770996600,no,0.031645251290843834,3.2881254178880113,1,-0.09999999999999998,-0.1874258448169438,-0.2014911436328093,3.261566666762034
BTC,2026-02-18,bitcoin-above-64k-on-february-18,1771339500,yes,-0.035215965395458015,-3.041351489681529,1,0.09299999999999997,0.09252689304506802,0.07584726179956813,7.433433334032695
BTC,2026-02-19,bitcoin-above-64k-on-february-19,1771339500,yes,-0.035855767317772846,-3.041351489681529,1,0.15800000000000003,0.2170297374043315,0.19640164366948146,5.531716668605805
BTC,2026-02-19,bitcoin-above-64k-on-february-19,1771441200,yes,-0.022801988716553923,-1.6361554649929002,1,0.121,0.1226761367973127,0.12898319648117998,0.3871333320935567
BTC,2026-02-20,bitcoin-above-64k-on-february-20,1771339500,yes,-0.036192050574133106,-3.041351489681529,1,0.18999999999999995,0.14243861117513315,0.14138386850610815,4.874650001525879
