asset,event,ts,n_sig,n_fill,ev_best1,best1_filled,ev_gapw,ev_eqw,ev_raw_gapw,hit_gapw
BTC,2025-11-11,1762398000,1,0,,False,,,,
BTC,2025-11-18,1763103600,1,0,,False,,,,
BTC,2025-11-19,1763515800,1,1,-0.08866719191485961,True,-0.08866719191485961,-0.08866719191485961,-0.525,0.0
BTC,2025-11-21,1763515800,1,0,,False,,,,
BTC,2025-11-22,1763504100,1,0,,False,,,,
BTC,2025-11-22,1763660700,1,1,-0.346115799421598,True,-0.346115799421598,-0.346115799421598,-0.56,0.0
BTC,2025-11-22,1763763300,1,1,-0.21365990544338953,True,-0.21365990544338953,-0.21365990544338953,-0.313,0.0
BTC,2025-11-23,1763584200,2,0,,False,,,,
BTC,2025-11-23,1763711100,1,1,0.28706739849296914,True,0.28706739849296914,0.28706739849296914,0.489,1.0
BTC,2025-11-23,1763829900,1,1,0.4591223232791252,True,0.4591223232791252,0.4591223232791252,0.78,1.0
BTC,2025-11-24,1763504100,3,2,,False,-0.11686770187601847,-0.12679182637810252,-0.46554984295517254,0.0
BTC,2025-11-24,1763658000,1,1,0.2461866078487459,True,0.2461866078487459,0.2461866078487459,0.20999999999999996,1.0
BTC,2025-11-24,1763770500,2,2,0.40413395333854857,True,0.06453523186373691,0.018346775340194854,0.22789008982951653,0.5598626122868956
BTC,2025-11-24,1763862300,1,1,-0.35974224075961336,True,-0.35974224075961336,-0.35974224075961336,-0.22,0.0
BTC,2025-11-25,1763504100,1,0,,False,,,,
BTC,2025-11-25,1763658000,1,1,0.2791349220736873,True,0.2791349220736873,0.2791349220736873,0.24,1.0
BTC,2025-11-25,1763806500,1,0,,False,,,,
BTC,2025-11-25,1763895600,2,1,,False,0.37893298861911484,0.37893298861911484,0.49,1.0
BTC,2025-11-25,1764005400,2,1,-0.08447178203882394,True,-0.08447178203882394,-0.08447178203882394,-0.14,0.0
BTC,2025-11-26,1763711100,1,1,0.08994856705344662,True,0.08994856705344662,0.08994856705344662,0.262,1.0
BTC,2025-11-26,1763806500,1,0,,False,,,,
BTC,2025-11-26,1763962200,1,0,,False,,,,
BTC,2025-11-26,1764139500,1,1,-0.4205618643928557,True,-0.4205618643928557,-0.4205618643928557,-0.36,0.0
BTC,2025-11-27,1763660700,1,0,,False,,,,
BTC,2025-11-27,1763962200,1,1,0.4389607221932929,True,0.4389607221932929,0.4389607221932929,0.72,1.0
BTC,2025-11-27,1764112500,2,2,0.4688969145439612,True,0.16033847556592348,0.1233391811344637,0.4511295242937192,0.553535619166153
BTC,2025-11-27,1764198900,3,0,,False,,,,
